,sex,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,real_gdp_current,MED_E_current,MEI_E_current,real_gdp_minus_5,MED_E_minus_5,MEI_E_minus_5,real_gdp_minus_10,MED_E_minus_10,MEI_E_minus_10,people_in_low_work_intensity_household_perc,material_deprivation_rate_perc,mean-median,qoutient
139,F,Italy,2018,85.6,28810,17345.175485288622,19664.733069228154,27340.0,15767.088803675555,17892.541463342346,30240.0,15365.09085630462,17274.080491028875,13.2,11.8,2319.5575839395315,0.13372926586455544
140,F,Italy,2019,85.7,29000,17526.541480744985,19882.219163703274,27330.0,15762.686515365076,17730.662935862783,28470.0,15585.847295295536,17726.38057133827,12.3,12.3,2355.6776829582886,0.13440630517699592
141,F,Italy,2020,84.5,26560,18081.138871840154,20533.747025165125,27620.0,15911.509024665416,17826.05128434427,28780.0,15791.431920071256,17784.115369541032,12.8,9.9,2452.6081533249708,0.13564456147973625
142,F,Italy,2021,84.9,29080,18087.59868984658,20640.883091884956,28010.0,16961.13319026625,18799.486236798264,28880.0,16128.432341108659,18283.77255734443,13.2,9.7,2553.2844020383745,0.14116215456901157
143,F,Italy,2022,84.8,30550,18786.849143510903,21446.46448113013,28510.0,17149.355709278974,19187.7528544892,27900.0,15976.50497823717,18162.14712420329,12.1,8.5,2659.615337619227,0.1415679296353894
144,F,Italy,2023,85.4,30780,20405.046073728758,23128.748128068553,28810.0,17345.175485288622,19664.733069228154,27340.0,15767.088803675555,17892.541463342346,10.9,9.1,2723.7020543397957,0.13348178898976015
145,F,Lithuania,2015,79.7,12860,8408.206620198405,10250.841711356088,9810.0,5968.727466622916,7353.461539618411,8740.0,3865.857254804535,4745.442960727231,8.5,30.8,1842.6350911576828,0.21914721823453512
146,F,Lithuania,2016,80.1,13360,9465.932692873796,11388.267613863834,10670.0,6138.248161389065,7023.184722728412,9530.0,4538.410865201368,5468.430799198121,9.4,30.3,1922.3349209900389,0.20307929322561352
147,F,Lithuania,2017,80.5,14150,9752.892226803462,11693.800194853975,11280.0,6808.787509561407,7762.937919580196,10720.0,5682.16699667042,6699.129214429926,9.1,29.4,1940.9079680505129,0.1990084503052743
148,F,Lithuania,2018,80.7,14970,10561.620389084825,12562.049745956545,11850.0,7266.396714070104,8698.803443031868,11110.0,6717.146427225073,7919.786853461502,8.6,27.2,2000.4293568717203,0.18940553467904556
149,F,Lithuania,2019,81.2,15710,11504.165887037921,13740.180188221937,12400.0,7710.055019525018,9328.330881219734,9570.0,7175.71057425925,8542.556176916754,6.5,22.3,2236.0143011840155,0.1943656170416838
150,F,Lithuania,2020,80.1,15720,12252.605721941523,14553.166083655537,12860.0,8408.206620198405,10250.841711356088,9810.0,5968.727466622916,7353.461539618411,6.2,19.5,2300.560361714013,0.18776090685708208
151,F,Lithuania,2021,78.8,16740,13334.82666416936,16059.352691295328,13360.0,9465.932692873796,11388.267613863834,10670.0,6138.248161389065,7023.184722728412,7.5,14.6,2724.5260271259667,0.20431656861703046
152,F,Lithuania,2022,80.1,17020,13757.224797219003,16680.702699992133,14150.0,9752.892226803462,11693.800194853975,11280.0,6808.787509561407,7762.937919580196,7.9,14.7,2923.4779027731292,0.21250491620694492
153,F,Lithuania,2023,81.9,16840,14082.955355789958,16713.25880423386,14970.0,10561.620389084825,12562.049745956545,11850.0,7266.396714070104,8698.803443031868,7.7,15.5,2630.303448443903,0.18677212147537628
154,F,Luxembourg,2015,84.7,95090,33081.79156895731,36330.60379707042,95920.0,29533.702373561297,31680.303834949136,91120.0,30060.366530825497,32789.314461859976,8.6,3.5,3248.8122281131073,0.09820545000838674
155,F,Luxembourg,2016,85.4,97300,31805.952498153052,35768.763549128824,94700.0,29950.735678278957,32140.07396510691,95130.0,28948.547439040653,31686.376168152397,9.7,3.7,3962.8110509757716,0.12459337764545454
156,F,Luxembourg,2017,84.4,96460,32968.922004726985,36108.74474274286,94080.0,30855.29377747779,33535.232619442875,101170.0,29247.434938773036,31879.724130092145,10.5,3.5,3139.8227380158787,0.09523583262945935
157,F,Luxembourg,2018,84.6,96110,32086.0589585613,36229.22491951726,94600.0,32257.60179615352,35760.271309256794,99110.0,28817.226501263358,31668.787557024923,12.0,3.6,4143.165960955961,0.12912667044297346
158,F,Luxembourg,2019,85.2,96730,32016.677430145,35669.52504045056,94820.0,32221.30217510653,35561.37307521372,94170.0,29568.498056329943,32166.413434919894,11.0,2.8,3652.847610305558,0.11409202651572628
159,F,Luxembourg,2020,84.5,94770,31239.32955689061,35067.72820286054,95090.0,33081.79156895731,36330.60379707042,95920.0,29533.702373561297,31680.303834949136,11.1,2.9,3828.39864596993,0.12255060208632043
160,F,Luxembourg,2021,84.8,99760,35725.146584070666,38764.480894656226,97300.0,31805.952498153052,35768.763549128824,94700.0,29950.735678278957,32140.07396510691,7.7,2.1,3039.33431058556,0.08507548886981352
161,F,Luxembourg,2022,85.2,96540,34440.53490472788,37786.613754576654,96460.0,32968.922004726985,36108.74474274286,94080.0,30855.29377747779,33535.232619442875,6.7,3.0,3346.0788498487746,0.09715525206286608
162,F,Luxembourg,2023,85.0,94080,38486.97224086785,42102.032739319664,96110.0,32086.0589585613,36229.22491951726,94600.0,32257.60179615352,35760.271309256794,7.3,4.6,3615.060498451814,0.09392945944999849
163,F,Latvia,2015,79.5,12010,8301.918435422576,9782.771763278843,9470.0,6112.62502467671,7335.777189746453,9110.0,3912.58179124464,4718.537439871599,7.1,29.0,1480.8533278562663,0.1783748346090429
164,F,Latvia,2016,79.6,12430,9189.696978898986,10844.264948501857,9940.0,6201.99098319957,7342.261731404757,10370.0,4371.166612423395,5540.810150140921,6.9,25.1,1654.567969602871,0.18004597685886964
165,F,Latvia,2017,79.7,12970,9281.607925960872,10850.217994788336,10790.0,6193.34216863983,7456.716813336062,11540.0,5432.9955171500205,6626.7787967915465,6.7,25.7,1568.6100688274637,0.16900197480223497
166,F,Latvia,2018,79.7,13630,9875.237685002336,11692.781151700521,11130.0,6701.9009800091535,7996.286846176163,11270.0,6929.448306052752,8575.639670197777,7.1,21.9,1817.5434666981855,0.18405060462073888
167,F,Latvia,2019,80.1,13820,10769.531827341827,12849.549188734705,11470.0,7365.60409174,8918.5376737661,9620.0,6998.701564991645,8658.824012592764,7.2,16.6,2080.0173613928782,0.19313906999300592
168,F,Latvia,2020,80.0,13430,10992.441870520952,12933.350149178325,12010.0,8301.918435422576,9782.771763278843,9470.0,6112.62502467671,7335.777189746453,7.8,16.0,1940.9082786573726,0.17656752717177565
169,F,Latvia,2021,78.0,14480,11346.959638800377,13781.300089071725,12430.0,9189.696978898986,10844.264948501857,9940.0,6201.99098319957,7342.261731404757,6.5,11.4,2434.3404502713474,0.2145368034929144
170,F,Latvia,2022,79.4,14730,12353.473660871312,14504.759154761172,12970.0,9281.607925960872,10850.217994788336,10790.0,6193.34216863983,7456.716813336062,7.9,14.9,2151.28549388986,0.17414417620073075
171,F,Latvia,2023,80.6,15190,12737.35497353152,14905.327603504473,13630.0,9875.237685002336,11692.781151700521,11130.0,6701.9009800091535,7996.286846176163,6.8,15.0,2167.9726299729537,0.17020587354894676
172,F,Malta,2015,84.0,23000,16810.032353363888,18644.905191549162,18700.0,13569.190773503742,15316.177066985809,16330.0,11903.551740502575,13373.783872766533,9.8,16.1,1834.8728381852743,0.1091534388283372
173,F,Malta,2016,84.3,23400,17469.07958628651,19602.161106979984,18800.0,14244.290922343705,15775.082231567143,16650.0,12361.683286384976,13677.448051643192,6.9,11.2,2133.081520693475,0.12210611956728253
174,F,Malta,2017,84.5,25710,18168.17422344434,20135.506344841633,19420.0,14514.796007784265,15990.316897414512,17430.0,12606.159145669131,13693.74206721934,6.9,8.8,1967.3321213972922,0.10828452530241772
175,F,Malta,2018,84.4,26600,18075.165049455518,20217.270831376696,20370.0,15338.758155137653,16955.612255015367,18080.0,13434.694021453754,14842.539661748498,5.9,10.3,2142.1057819211783,0.11851099428747432
176,F,Malta,2019,84.4,26570,18792.460679327767,20692.62066552263,21490.0,15596.686177676736,17386.31322404847,17690.0,13838.368606762358,15512.591911890651,6.3,11.2,1900.1599861948634,0.10111288875996387
177,F,Malta,2020,84.3,25150,18807.018668695604,21837.228366767496,23000.0,16810.032353363888,18644.905191549162,18700.0,13569.190773503742,15316.177066985809,6.7,10.8,3030.2096980718925,0.16112121498106954
178,F,Malta,2021,84.0,28330,18990.83731598482,21888.61274448476,23400.0,17469.07958628651,19602.161106979984,18800.0,14244.290922343705,15775.082231567143,6.2,10.6,2897.775428499939,0.15258808130912935
179,F,Malta,2022,84.5,28780,20804.205661994416,24076.30698625971,25710.0,18168.17422344434,20135.506344841633,19420.0,14514.796007784265,15990.316897414512,4.4,12.0,3272.1013242652953,0.15728076223755288
180,F,Malta,2023,85.2,29530,22235.587955272134,25137.413857778254,26600.0,18075.165049455518,20217.270831376696,20370.0,15338.758155137653,16955.612255015367,3.8,10.0,2901.8259025061197,0.13050367313620267
181,F,Netherlands,2015,83.2,41270,19446.320013996985,21821.61705007504,40250.0,18925.00047273601,21104.832923724727,38220.0,16381.259826372396,18090.158757772122,9.8,7.2,2375.2970360780564,0.1221463513080303
182,F,Netherlands,2016,83.2,42050,21140.67673536892,23579.39438438981,40770.0,18988.274923395467,21000.41993871637,39510.0,16635.465616125497,18743.542416706525,8.0,6.8,2438.7176490208876,0.11535665009913554
183,F,Netherlands,2017,83.4,42970,21152.56018676198,23383.82142551199,40230.0,18905.279336077023,21110.557523183466,40960.0,17603.66610970956,19972.398477240295,9.4,6.4,2231.2612387500085,0.10548421652270776
184,F,Netherlands,2018,83.4,43680,21333.582262419262,23661.428415949573,40100.0,19190.735681315804,21405.704000787908,41660.0,19211.388854887537,21849.31548267117,8.3,6.5,2327.8461535303104,0.10911651521512117
185,F,Netherlands,2019,83.7,44390,21777.5369916955,24081.09030589245,40600.0,19165.949019249,21209.47124601516,39930.0,19442.563014581046,21985.23776154474,8.2,6.5,2303.55331419695,0.10577657680367489
186,F,Netherlands,2020,83.1,42440,22045.125353138,24697.88966913135,41270.0,19446.320013996985,21821.61705007504,40250.0,18925.00047273601,21104.832923724727,7.8,5.6,2652.7643159933505,0.12033337409060114
187,F,Netherlands,2021,83.0,44870,24077.224706355508,25856.753049880892,42050.0,21140.67673536892,23579.39438438981,40770.0,18988.274923395467,21000.41993871637,7.0,4.7,1779.5283435253841,0.0739091969788218
188,F,Netherlands,2022,83.1,46670,24828.60057712726,26657.658827312607,42970.0,21152.56018676198,23383.82142551199,40230.0,18905.279336077023,21110.557523183466,7.2,5.3,1829.058250185346,0.07366739194597705
189,F,Netherlands,2023,83.4,46240,25164.113383197273,27705.438893086586,43680.0,21333.582262419262,23661.428415949573,40100.0,19190.735681315804,21405.704000787908,7.6,6.1,2541.3255098893133,0.10099006752950898
190,F,Poland,2015,81.6,11390,10030.148553428664,11431.111063131963,9740.0,7631.620392004816,8849.77958648692,7750.0,4863.5300606317005,5840.086768235763,7.6,16.7,1400.9625097032986,0.13967515059628896
191,F,Poland,2016,82.0,11740,10781.34304072927,12197.475079805272,10250.0,8362.081208424928,9686.84420921799,8230.0,5212.839055688276,6192.466335240059,7.6,13.0,1416.132039076001,0.13135024400264433
192,F,Poland,2017,81.8,12340,11089.913940830962,12575.587211508902,10400.0,8724.783908118372,10057.279523455703,8790.0,5713.556724110511,6757.04998516389,6.6,12.9,1485.6732706779403,0.1339661676911642
193,F,Poland,2018,81.7,13120,11333.80930355409,12662.479349154559,10480.0,9284.669370971274,10673.270513277901,9180.0,6803.241400572941,8037.822048645877,6.4,10.9,1328.6700456004692,0.11723066887880501
194,F,Poland,2019,81.9,13720,12117.160489631266,13685.82921860256,10900.0,9575.938123088325,11036.818244846127,9410.0,7392.580248621198,8655.653526448026,5.3,9.3,1568.6687289712936,0.1294584428681632
195,F,Poland,2020,80.6,13720,13004.99634851289,14471.248065468462,11390.0,10030.148553428664,11431.111063131963,9740.0,7631.620392004816,8849.77958648692,4.6,7.2,1466.2517169555722,0.11274526171806552
196,F,Poland,2021,79.5,14750,13679.505670837863,15060.376281079742,11740.0,10781.34304072927,12197.475079805272,10250.0,8362.081208424928,9686.84420921799,4.3,7.4,1380.8706102418782,0.10094448172828606
197,F,Poland,2022,81.1,15190,14908.384604413366,16420.311104333254,12340.0,11089.913940830962,12575.587211508902,10400.0,8724.783908118372,10057.279523455703,3.8,7.6,1511.9264999198876,0.10141450868340948
198,F,Poland,2023,82.1,15290,16451.549444286702,18244.5170364004,13120.0,11333.80930355409,12662.479349154559,10480.0,9284.669370971274,10673.270513277901,4.1,7.8,1792.9675921136986,0.10898472500633433
199,F,Portugal,2015,84.3,17280,10255.671475250976,12221.009726813361,17750.0,9752.222687424352,11873.749621137567,17350.0,8334.444045801889,10896.847556075456,11.1,23.2,1965.3382515623853,0.1916342831676255
200,F,Portugal,2016,84.3,17670,10747.172990183073,13020.133059166888,17450.0,9728.970241245524,12055.142271935578,17600.0,8605.425686723172,11298.002018475187,9.4,20.0,2272.9600689838153,0.2114937640866146
201,F,Portugal,2017,84.6,18280,10725.91344027975,12945.665846489563,16810.0,9824.039208492948,12192.532460549952,18010.0,8918.185112139941,11785.285959262203,8.5,18.1,2219.7524062098128,0.2069522953517251
202,F,Portugal,2018,84.5,18830,10670.734992376474,12723.76502714938,16740.0,10053.329467036228,12228.257017794433,18040.0,9510.736032604415,11974.401099495857,7.4,15.7,2053.030034772906,0.19239818402759123
203,F,Portugal,2019,84.8,19310,11537.77581390744,13612.99811135347,16950.0,10070.193436645319,12084.311441115358,17460.0,9385.051496307398,11892.409980826715,6.4,14.4,2075.222297446031,0.17986328829033002
204,F,Portugal,2020,84.3,17680,12286.586086821913,14405.934967572723,17280.0,10255.671475250976,12221.009726813361,17750.0,9752.222687424352,11873.749621137567,5.6,14.3,2119.3488807508093,0.17249290126440703
205,F,Portugal,2021,84.4,18620,12246.609814919017,14523.306058160297,17670.0,10747.172990183073,13020.133059166888,17450.0,9728.970241245524,12055.142271935578,6.2,15.1,2276.69624324128,0.1859042035019171
206,F,Portugal,2022,84.5,19800,12314.263525028537,14717.002352178875,18280.0,10725.91344027975,12945.665846489563,16810.0,9824.039208492948,12192.532460549952,5.5,13.1,2402.7388271503387,0.19511835379085496
207,F,Portugal,2023,85.3,20110,13353.250675067786,16422.991363975314,18830.0,10670.734992376474,12723.76502714938,16740.0,10053.329467036228,12228.257017794433,5.5,13.7,3069.7406889075282,0.22988714610436572
210,F,Romania,2017,79.0,9100,5349.199262654322,5967.679956836591,7420.0,3831.073850774417,4373.022796316366,6740.0,2874.269192426128,3441.534615936117,6.0,49.8,618.480694182269,0.11562117315393726
211,F,Romania,2018,79.2,9720,6379.3063021125035,7332.587313600866,7470.0,3999.6475316615315,4604.966771683989,7500.0,3139.4773361374696,3720.2397143090343,6.9,45.1,953.2810114883623,0.14943333433804298
212,F,Romania,2019,79.5,10140,7324.050330023807,8428.27861785323,7800.0,4108.515493465941,4656.685686679793,7140.0,3532.971796810059,4093.9811577457895,5.5,41.0,1104.2282878294227,0.15076743578656338
213,F,Romania,2020,78.3,9820,7837.334852289549,8843.471057272154,8090.0,4427.07267847134,5160.277387439068,6900.0,3677.2455600483117,4222.109016436486,5.5,40.2,1006.1362049826048,0.12837734050481187
214,F,Romania,2021,76.6,10450,8914.069662579783,9900.775124072528,8370.0,4780.841888892421,5370.8458943733485,7250.0,3763.5130806002403,4281.188685573036,4.5,35.7,986.7054614927456,0.11069079543262032
215,F,Romania,2022,79.2,10910,10284.759607556764,11288.864262218616,9100.0,5349.199262654322,5967.679956836591,7420.0,3831.073850774417,4373.022796316366,4.6,37.0,1004.1046546618527,0.09763034752159722
216,F,Romania,2023,80.4,11170,11062.181858390762,12007.689497377905,9720.0,6379.3063021125035,7332.587313600866,7470.0,3999.6475316615315,4604.966771683989,5.4,33.1,945.5076389871429,0.08547207513768787
217,F,Sweden,2015,84.1,46160,20709.797903061513,22294.108895783767,43480.0,17581.282900069684,18878.986041417378,41670.0,14629.262231312829,15846.87845226862,5.4,2.4,1584.310992722254,0.07650055302992824
218,F,Sweden,2016,84.1,46590,21349.052752189727,23508.86896049056,44510.0,17979.481009838604,19485.319729248586,43340.0,15281.544024655039,16430.475225385806,4.6,2.3,2159.816208300832,0.10116684020462238
219,F,Sweden,2017,84.1,46800,20797.78719167987,22998.09027271225,44010.0,19208.275815581823,20503.063707728634,44430.0,16083.796631871011,17365.311055421836,5.3,2.5,2200.30308103238,0.10579505698147583
220,F,Sweden,2018,84.3,47080,21120.9358961219,23012.575415529438,44130.0,20268.609947268247,21677.086186776498,43680.0,17537.557920580126,18965.409904422304,4.6,2.2,1891.6395194075376,0.08956229632583985
221,F,Sweden,2019,84.8,47790,21108.85825167159,22890.451291115405,44690.0,20084.366651505235,21628.946922837753,41470.0,18111.48032331916,19799.05294057797,4.2,2.7,1781.5930394438146,0.08440025595902288
222,F,Sweden,2020,84.2,46550,20639.409095989537,22122.414175386206,46160.0,20709.797903061513,22294.108895783767,43480.0,17581.282900069684,18878.986041417378,4.0,2.3,1483.0050793966693,0.07185307837542856
223,F,Sweden,2021,84.9,48690,21413.958858962873,23304.920588716024,46590.0,21349.052752189727,23508.86896049056,44510.0,17979.481009838604,19485.319729248586,5.4,2.5,1890.9617297531513,0.08830509772655531
224,F,Sweden,2022,84.8,48780,21229.450586300896,22957.559106053395,46800.0,20797.78719167987,22998.09027271225,44010.0,19208.275815581823,20503.063707728634,5.4,4.4,1728.108519752499,0.08140147163618196
225,F,Sweden,2023,85.0,48350,22933.428900302068,24979.435930747415,47080.0,21120.9358961219,23012.575415529438,44130.0,20268.609947268247,21677.086186776498,5.6,4.9,2046.0070304453475,0.08921505106540778
226,F,Slovenia,2015,83.9,18660,14922.58511975022,15959.373941420607,18420.0,13214.267225728172,14298.572973868426,17210.0,11422.084157893363,12435.226830704842,6.6,13.2,1036.7888216703868,0.06947782930037935
227,F,Slovenia,2016,84.3,19210,15078.154286495714,16083.977011429834,18510.0,13788.885959920624,14898.705779367785,18170.0,12039.893972050651,13093.67027549038,6.8,11.1,1005.8227249341198,0.06670728431496116
228,F,Slovenia,2017,84.0,20190,15080.018068299429,16124.866337689511,17930.0,14000.202049267242,15158.146259194356,19360.0,12768.163395406104,13867.247958092987,5.5,11.4,1044.8482693900824,0.06928693749953244
229,F,Slovenia,2018,84.4,21010,15517.252220328592,16692.823490767147,17760.0,13957.773911411454,15052.232682066344,19980.0,13591.629148990112,14696.374915349728,4.8,9.9,1175.571270438555,0.07575898449974806
230,F,Slovenia,2019,84.5,21570,16405.664241770468,17844.189441925533,18230.0,14046.744131967398,15211.585732837159,18290.0,14214.372310709316,15278.317084429827,4.7,7.2,1438.5252001550652,0.08768466664656197
231,F,Slovenia,2020,83.4,20560,16770.305488917526,18094.467930191007,18660.0,14922.58511975022,15959.373941420607,18420.0,13214.267225728172,14298.572973868426,4.1,6.6,1324.1624412734818,0.07895875493434155
232,F,Slovenia,2021,83.8,22230,17463.237010295226,18849.41829743301,19210.0,15078.154286495714,16083.977011429834,18510.0,13788.885959920624,14898.705779367785,3.6,5.3,1386.1812871377842,0.0793771101154144
233,F,Slovenia,2022,84.1,22810,18628.015834829926,20117.984560538236,20190.0,15080.018068299429,16124.866337689511,17930.0,14000.202049267242,15158.146259194356,3.4,4.6,1489.9687257083096,0.07998536929104522
234,F,Slovenia,2023,84.9,23170,19825.209640632573,21562.913628219434,21010.0,15517.252220328592,16692.823490767147,17760.0,13957.773911411454,15052.232682066344,2.9,5.1,1737.7039875868613,0.08765122886899347
235,F,Slovakia,2015,80.2,14820,10380.771773701477,10910.388544175257,13060.0,8480.304633326485,9258.872287518296,10260.0,4047.6426026429854,4367.14431503314,6.0,17.1,529.61677047378,0.05101901689193329
236,F,Slovakia,2016,80.7,15090,10671.360952742243,11250.962668641618,13480.0,9114.269997490115,9948.714790835242,11170.0,4665.619610236923,5287.13824617362,5.3,15.6,579.6017158993745,0.054313757960781285
237,F,Slovakia,2017,80.7,15500,9688.557636639393,10162.486959719025,13670.0,9848.005510024755,10693.4467192477,12360.0,5607.706454046278,6131.2816342999495,4.6,13.8,473.929323079632,0.04891639610909316
238,F,Slovakia,2018,80.8,16110,10053.978239246904,10410.647212135313,13750.0,9741.545083927795,10419.613686621753,13000.0,6788.2006280534815,7281.175763767332,4.7,12.1,356.66897288840846,0.03547540728665083
239,F,Slovakia,2019,81.2,16450,10658.790927434233,11122.324885143384,14100.0,10085.91611413717,10930.87634549994,12260.0,7864.168966789653,8647.276960398196,6.1,12.0,463.53395770915085,0.04348841823288601
240,F,Slovakia,2020,80.4,16010,10248.618566585712,10579.295617030966,14820.0,10380.771773701477,10910.388544175257,13060.0,8480.304633326485,9258.872287518296,4.2,10.3,330.6770504452543,0.032265524206685166
241,F,Slovakia,2021,78.2,16980,9642.331070255692,9915.41148321321,15090.0,10671.360952742243,11250.962668641618,13480.0,9114.269997490115,9948.714790835242,5.1,9.9,273.080412957519,0.028320995303709018
242,F,Slovakia,2022,80.5,17000,10016.74159666904,10335.95507858196,15500.0,9688.557636639393,10162.486959719025,13670.0,9848.005510024755,10693.4467192477,3.5,10.5,319.2134819129187,0.03186799607759371
243,F,Slovakia,2023,81.5,17370,10913.08788826451,11032.3008224841,16110.0,10053.978239246904,10410.647212135313,13750.0,9741.545083927795,10419.613686621753,3.7,13.7,119.21293421958944,0.01092384991673953
244,M,Austria,2015,78.8,39640,24561.115727497392,26902.12957385588,38800.0,21342.162640929484,23721.033473058415,36950.0,18650.81901181899,20697.850393729364,4.1,4.1,2341.013846358488,0.0953138233756053
245,M,Austria,2016,79.3,39970,25588.94448633266,27941.5798558005,39800.0,22425.174959212116,24664.285293816403,37970.0,19007.221952013675,20653.750859805856,4.5,3.8,2352.63536946784,0.0919395237550501
246,M,Austria,2017,79.4,40620,26147.21818646966,28556.746085602757,39870.0,22898.986230197446,25160.939741338625,39270.0,19429.66613906941,21549.910206570963,5.2,3.9,2409.527899133096,0.09215236136974406
247,M,Austria,2018,79.4,41430,25881.54722416623,28156.404766312873,39540.0,23284.038772004504,25446.090163749315,39710.0,20814.976252106015,23115.847668194085,5.3,2.9,2274.857542146645,0.08789495938722532
248,M,Austria,2019,79.7,41970,26266.73912442921,28847.769257197197,39520.0,24334.317960804045,26843.83267224828,38200.0,21117.90803811179,23483.80558255224,4.6,3.2,2581.030132767988,0.09826229744549897
249,M,Austria,2020,78.9,39140,25925.619687740484,28544.386872473504,39640.0,24561.115727497392,26902.12957385588,38800.0,21342.162640929484,23721.033473058415,4.4,2.7,2618.7671847330203,0.10101078455499228
250,M,Austria,2021,78.8,40860,27031.75668383425,29189.87741322947,39970.0,25588.94448633266,27941.5798558005,39800.0,22425.174959212116,24664.285293816403,5.5,2.4,2158.120729395221,0.0798364958162648
251,M,Austria,2022,79.1,42540,27858.34807704221,30832.72232776148,40620.0,26147.21818646966,28556.746085602757,39870.0,22898.986230197446,25160.939741338625,5.3,2.9,2974.374250719269,0.10676778976605658
252,M,Austria,2023,79.5,41770,31617.006854773594,35763.37753824218,41430.0,25881.54722416623,28156.404766312873,39540.0,23284.038772004504,25446.090163749315,5.0,5.2,4146.370683468587,0.13114368170630802
253,M,Belgium,2015,78.7,36860,21522.649222241136,23053.714091416743,36040.0,18450.13791401285,20151.051844589638,34830.0,16612.709479917423,17833.91007989348,11.3,8.6,1531.0648691756069,0.07113737966762153
254,M,Belgium,2016,79.0,37110,22804.679488459777,24455.331687855105,36270.0,37914.71743168116,40731.72256385764,35480.0,17033.976468380442,18473.484247490815,11.4,9.8,1650.6521993953284,0.07238217052033706
255,M,Belgium,2017,79.2,37510,22420.64317102326,23810.602333733237,36120.0,19664.684904725116,20903.081607504097,36520.0,17320.1388145625,18731.882744860686,11.2,8.2,1389.9591627099762,0.06199461594867974
256,M,Belgium,2018,79.4,38040,22895.262130772604,24255.114729351993,36060.0,21261.999018830422,22251.041558002304,36400.0,17823.582125507903,19401.65504947118,9.4,8.3,1359.8525985793895,0.059394497901452986
257,M,Belgium,2019,79.8,38760,23488.27912610195,25292.11194121281,36530.0,21285.046859261674,22506.95265292277,35420.0,18681.368019437476,20255.275972248106,11.1,7.7,1803.8328151108617,0.07679714658645667
258,M,Belgium,2020,78.5,36740,23777.367234574096,25595.62688328376,36860.0,21522.649222241136,23053.714091416743,36040.0,18450.13791401285,20151.051844589638,10.5,8.4,1818.2596487096635,0.07647018405241165
259,M,Belgium,2021,79.4,38870,24215.31376438553,25768.134822151806,37110.0,22804.679488459777,24455.331687855105,36270.0,37914.71743168116,40731.72256385764,11.0,8.0,1552.8210577662758,0.06412558073272105
260,M,Belgium,2022,79.7,40190,25547.01516837514,27222.533880153675,37510.0,22420.64317102326,23810.602333733237,36120.0,19664.684904725116,20903.081607504097,9.6,7.3,1675.5187117785354,0.06558569369985241
261,M,Belgium,2023,80.4,40330,26416.267232187438,28288.13578908963,38040.0,22895.262130772604,24255.114729351993,36060.0,21261.999018830422,22251.041558002304,8.7,7.7,1871.868556902191,0.07086044899717606
263,M,Bulgaria,2016,71.3,6840,7189.61382902951,8732.524625364858,5960.0,6182.36458280362,7095.662228137382,5010.0,3384.4845774473647,3813.1207892202533,10.8,45.0,1542.910796335348,0.21460273569986968
264,M,Bulgaria,2017,71.4,7130,8105.169039412717,10155.390587995078,6070.0,6009.630786746434,6821.283079961067,5380.0,3494.7882318219827,3997.5051212876815,11.0,41.7,2050.221548582361,0.2529523491259493
265,M,Bulgaria,2018,71.5,7410,7599.203185890439,9794.784133228146,6130.0,6152.881232377139,7254.714763481384,5730.0,5171.954853828694,6077.38567296967,9.2,32.7,2195.5809473377067,0.2889225216946793
266,M,Bulgaria,2019,71.6,7800,8909.961080023582,11672.309699858048,6260.0,7159.47918571478,8359.834190286327,5570.0,6001.040085235987,6883.255459632443,9.1,31.9,2762.3486198344654,0.3100292577066065
267,M,Bulgaria,2020,69.6,7620,9102.554529014873,11618.10515725777,6560.0,7409.880492888059,8998.95210725134,5690.0,6173.793646034773,7060.362698900828,8.2,31.5,2515.550628242898,0.276356556857138
268,M,Bulgaria,2021,67.7,8270,9844.444045453047,12563.746621145678,6840.0,7189.61382902951,8732.524625364858,5960.0,6182.36458280362,7095.662228137382,8.1,28.4,2719.302575692631,0.2762271351370647
269,M,Bulgaria,2022,70.6,8660,10484.922608751822,12960.190429529983,7130.0,8105.169039412717,10155.390587995078,6070.0,6009.630786746434,6821.283079961067,8.2,28.5,2475.267820778161,0.2360787879075084
270,M,Bulgaria,2023,72.0,8850,11950.336902884266,14844.028576935227,7410.0,7599.203185890439,9794.784133228146,6130.0,6152.881232377139,7254.714763481384,7.0,27.1,2893.6916740509605,0.24214310421261473
271,M,Cyprus,2015,79.9,20810,16356.562405543193,19907.69169874,23510.0,19130.376584996135,22634.798535492606,23100.0,15412.026537378397,17792.827753147536,10.6,20.2,3551.1292931968073,0.2171073117413314
272,M,Cyprus,2016,80.5,22060,17327.6827483748,20475.5210009704,23020.0,20018.23114968133,23588.793511201788,23790.0,16936.819147142516,19638.96007886506,10.4,18.1,3147.8382525956004,0.18166527505767285
273,M,Cyprus,2017,80.2,23130,17714.576874888135,20989.423091019118,21930.0,19102.63461060612,23233.049592316715,24480.0,18815.601648646472,22202.15736256808,8.9,15.4,3274.8462161309835,0.18486731234169904
274,M,Cyprus,2018,80.9,24300,18412.090122329744,21263.770761646607,20510.0,18034.216231471695,22331.946149482057,24740.0,19491.150376526082,22492.0543769939,7.1,13.2,2851.6806393168627,0.1548808755752511
275,M,Cyprus,2019,80.3,25390,19371.536337434016,23483.892053360425,20170.0,16425.374053598633,21203.32433290245,23600.0,19737.38125905398,23445.090838949425,6.7,10.6,4112.355715926409,0.21228856835580953
