,sex,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,real_gdp_current,MED_E_current,MEI_E_current,real_gdp_minus_5,MED_E_minus_5,MEI_E_minus_5,real_gdp_minus_10,MED_E_minus_10,MEI_E_minus_10,people_in_low_work_intensity_household_perc,material_deprivation_rate_perc,mean-median,qoutient
59,F,Denmark,2020,83.6,50470,21898.890425381538,24285.60244999358,47900.0,20353.64268146507,22700.57467272657,46190.0,17947.9996552588,18892.149242980457,10.8,6.6,2386.712024612043,0.10898780615139135
60,F,Denmark,2021,83.3,53970,23016.187220860877,25211.5880782857,48970.0,21136.197851371617,23356.79834216068,46610.0,19279.534353805164,21050.06088155862,11.9,6.0,2195.400857424822,0.09538507991606036
61,F,Denmark,2022,83.2,54310,23366.84739091779,25990.333729287693,50150.0,20983.60882479321,23190.072864969385,46430.0,19282.83097676704,21016.660858962307,11.3,6.8,2623.486338369905,0.11227386794975175
62,F,Denmark,2023,83.7,55280,22860.590416766594,25769.647655328656,50830.0,21553.227337194185,23978.10662648229,46890.0,19679.431752524608,21351.366445949978,12.3,9.0,2909.0572385620617,0.12725206066543573
63,F,Estonia,2015,82.2,16000,10868.272268455208,12570.597872205264,13190.0,7632.727666221889,8806.271845608097,13210.0,4838.378566747127,5754.968236967885,5.3,8.2,1702.325603750056,0.15663258719520656
64,F,Estonia,2016,82.2,16460,12018.479870927058,13744.404339104942,14240.0,7695.19739060684,8777.197718008742,14590.0,5748.590815132918,6669.906148348743,4.4,6.4,1725.9244681778837,0.14360588749272105
65,F,Estonia,2017,82.6,17390,12593.816119889321,14095.574314817184,14810.0,8030.198142909365,9231.914382490195,15790.0,6552.4275349495665,7784.6860732613695,4.2,9.9,1501.7581949278629,0.11924568221669897
66,F,Estonia,2018,82.7,17990,13210.579322569069,14811.726995637793,15130.0,8906.368774138391,10422.502524227448,15030.0,7450.151545942807,8521.106949887904,4.7,8.4,1601.1476730687245,0.12120192718068842
67,F,Estonia,2019,83.0,18580,14081.266932398443,15711.051029261382,15680.0,9936.67735599912,11567.733895976578,12850.0,8103.227230761755,9456.18576588542,4.7,7.5,1629.784096862939,0.11574129690795798
68,F,Estonia,2020,83.0,17990,14006.744765319843,15964.97331180933,16000.0,10868.272268455208,12570.597872205264,13190.0,7632.727666221889,8806.271845608097,4.2,6.4,1958.2285464894867,0.13980611336175588
69,F,Estonia,2021,81.4,19260,14660.399016249095,16459.76166812576,16460.0,12018.479870927058,13744.404339104942,14240.0,7695.19739060684,8777.197718008742,4.6,5.0,1799.362651876665,0.122736267265462
70,F,Estonia,2022,82.3,19240,16350.358111861311,19050.735927008358,17390.0,12593.816119889321,14095.574314817184,14810.0,8030.198142909365,9231.914382490195,5.4,7.8,2700.377815147047,0.16515710522499608
71,F,Estonia,2023,83.3,18200,15285.23010380339,17377.143383251958,17990.0,13210.579322569069,14811.726995637793,15130.0,8906.368774138391,10422.502524227448,5.5,6.3,2091.9132794485686,0.13685847483107516
72,F,Greece,2015,83.7,16210,9136.83531553227,10398.972175636214,19420.0,13091.418996233397,14994.78732369628,19720.0,10769.715461563012,12586.771162973266,18.5,34.8,1262.1368601039449,0.13813720139601954
73,F,Greece,2016,84.0,16270,9354.440580446686,10689.820588903029,17530.0,11691.94259552843,13318.47427630102,20930.0,11209.687050352926,13151.46604003309,19.0,33.3,1335.3800084563427,0.14275359354440162
74,F,Greece,2017,83.9,16540,9343.730938182256,10701.476929667331,16160.0,10052.78720067973,11043.543468627955,21610.0,11567.163297185758,13573.173226411862,17.0,33.7,1357.7459914850751,0.14531090422742984
75,F,Greece,2018,84.4,16920,9546.768336988123,10877.143032117156,15900.0,9334.339768587432,10316.960971842858,21560.0,12411.066876634803,14164.95159367557,16.5,32.5,1330.3746951290323,0.13935340716026504
76,F,Greece,2019,84.2,17320,10070.366043448112,11382.963203034293,16140.0,8965.518720773525,10157.496970347835,20620.0,12936.412442743034,14862.195131617487,15.6,30.2,1312.597159586181,0.1303425470259019
77,F,Greece,2020,83.9,15760,10355.344038667761,11828.396405041009,16210.0,9136.83531553227,10398.972175636214,19420.0,13091.418996233397,14994.78732369628,14.7,29.2,1473.0523663732474,0.14225045163856853
78,F,Greece,2021,82.9,17220,10135.080388689788,11430.363449174292,16270.0,9354.440580446686,10689.820588903029,17530.0,11691.94259552843,13318.47427630102,14.4,28.4,1295.283060484504,0.12780195230912733
79,F,Greece,2022,83.4,18310,11005.687750872134,12461.15900598578,16540.0,9343.730938182256,10701.476929667331,16160.0,10052.78720067973,11043.543468627955,11.7,29.3,1455.4712551136472,0.13224718782325165
80,F,Greece,2023,84.4,18800,11458.501611377224,13090.718534346202,16920.0,9546.768336988123,10877.143032117156,15900.0,9334.339768587432,10316.960971842858,10.4,28.2,1632.216922968979,0.14244593039532671
81,F,Spain,2015,85.7,23440,15098.078583134797,17376.4952872046,23230.0,15910.33761589671,18325.79205186349,23690.0,11730.788529080533,13384.37752106784,16.6,14.2,2278.416704069805,0.1509077258754564
82,F,Spain,2016,86.3,24100,16045.86156924367,18494.373741728894,23000.0,15379.118054146695,17674.556578807616,24260.0,12475.664368994432,14132.372179544449,16.4,16.0,2448.5121724852233,0.15259462148037434
83,F,Spain,2017,86.1,24750,16250.516716494814,18619.63336395358,22330.0,15239.12274450765,17452.6409738358,24640.0,13083.186955463634,14814.0967237249,14.3,13.4,2369.1166474587662,0.1457871579587395
84,F,Spain,2018,86.3,25230,16471.102677495197,18864.228144853067,22090.0,15150.63050426217,17264.820228988123,24420.0,15969.538028736226,18294.592262786355,12.8,14.8,2393.1254673578696,0.1452923653149006
85,F,Spain,2019,86.7,25520,16927.106046153218,19385.303815847023,22500.0,14779.831289338501,17038.23089385946,23310.0,16403.351631631525,18787.57537718158,13.0,13.0,2458.1977696938047,0.14522256568791594
86,F,Spain,2020,85.1,22610,17506.473393184955,19618.621527538977,23440.0,15098.078583134797,17376.4952872046,23230.0,15910.33761589671,18325.79205186349,11.2,14.0,2112.1481343540217,0.12064954985030017
87,F,Spain,2021,86.2,24120,17169.275320271383,19478.435595549538,24100.0,16045.86156924367,18494.373741728894,23000.0,15379.118054146695,17674.556578807616,12.4,13.8,2309.1602752781546,0.13449375306782926
88,F,Spain,2022,85.9,25380,18066.165451950015,20449.030505507126,24750.0,16250.516716494814,18619.63336395358,22330.0,15239.12274450765,17452.6409738358,10.1,13.9,2382.8650535571105,0.13189655878524628
89,F,Spain,2023,86.7,25730,19752.917790325675,22395.087502923714,25230.0,16471.102677495197,18864.228144853067,22090.0,15150.63050426217,17264.820228988123,9.0,15.3,2642.169712598039,0.13376098359970323
90,F,Finland,2015,84.4,38350,19462.524497348488,21409.68456263489,39260.0,17195.54666761495,18869.625938703855,38330.0,14028.227666474766,15680.175537327548,11.5,3.6,1947.1600652864036,0.10004663400946154
91,F,Finland,2016,84.4,39230,20096.34658024408,22330.59841991138,40010.0,17893.148889973545,19734.610123726132,39720.0,14581.259766348106,16179.45765902401,11.3,4.6,2234.2518396673004,0.11117701572004658
92,F,Finland,2017,84.5,40430,19843.421718010657,22129.52555120054,39210.0,18504.219514651093,20509.54727750232,41650.0,15145.856222971091,16766.558267432272,11.0,5.5,2286.1038331898817,0.11520713845006507
93,F,Finland,2018,84.5,40860,20074.271200331383,22434.872434025678,38650.0,19249.61783586379,21228.71761316504,41780.0,16342.098680987525,18289.845841575505,10.1,5.6,2360.601233694295,0.11759337164157305
94,F,Finland,2019,84.8,41370,20521.32837755681,22885.57717020239,38300.0,19182.392724293153,21096.5633045978,38230.0,17096.83677831932,19082.905914141294,6.5,4.9,2364.2487926455797,0.11520934459736266
95,F,Finland,2020,84.8,40270,20299.909116902352,22779.25607234009,38350.0,19462.524497348488,21409.68456263489,39260.0,17195.54666761495,18869.625938703855,6.4,4.5,2479.346955437737,0.12213586480411154
96,F,Finland,2021,84.6,41270,20053.100037910343,22429.12202927082,39230.0,20096.34658024408,22330.59841991138,40010.0,17893.148889973545,19734.610123726132,7.2,3.8,2376.021991360478,0.11848651763909886
97,F,Finland,2022,83.8,41470,20770.460137366557,23075.393523753228,40430.0,19843.421718010657,22129.52555120054,39210.0,18504.219514651093,20509.54727750232,8.7,4.6,2304.9333863866705,0.11097170554445444
98,F,Finland,2023,84.3,40920,21799.541207582268,24192.754509722865,40860.0,20074.271200331383,22434.872434025678,38650.0,19249.61783586379,21228.71761316504,8.5,6.9,2393.213302140597,0.10978273713889881
99,F,France,2015,85.6,33200,20242.71746144959,23756.05633623922,32200.0,18082.822277151827,21333.904664601352,31610.0,14808.784463181319,16780.798482598126,8.5,12.9,3513.3388747896315,0.17356063391589915
100,F,France,2016,85.8,33360,21005.791505951194,24823.522053530865,32830.0,18518.690110469022,22025.699355234738,32240.0,15200.915805401932,17128.483737949326,7.7,12.5,3817.730547579671,0.18174656958287252
101,F,France,2017,85.7,33920,20773.584629957342,24129.317050067624,32740.0,18996.141873558623,22654.371568357637,32860.0,15341.575838299712,17180.195089379667,7.1,11.9,3355.732420110282,0.16153843835266735
102,F,France,2018,85.8,34320,20659.927744495206,24095.78877037718,32830.0,19406.002267348522,23156.202493082455,32810.0,17821.662836156884,21169.645211975916,6.8,12.8,3435.8610258819754,0.16630556836276705
103,F,France,2019,85.9,34880,20809.208716537745,24630.492540319054,32990.0,19920.991223193476,23309.379040724954,31720.0,17996.311458327054,21439.190323350555,7.1,13.2,3821.2838237813085,0.1836342686468617
104,F,France,2020,85.3,32170,20086.06745701249,22839.615226545582,33200.0,20242.71746144959,23756.05633623922,32200.0,18082.822277151827,21333.904664601352,9.0,11.8,2753.547769533092,0.13708745006587975
105,F,France,2021,85.5,34230,20482.446818368997,23288.574553206407,33360.0,21005.791505951194,24823.522053530865,32830.0,18518.690110469022,22025.699355234738,9.9,10.3,2806.1277348374097,0.13700158773613064
106,F,France,2022,85.1,35030,21018.57237351709,23904.475076762028,33920.0,20773.584629957342,24129.317050067624,32740.0,18996.141873558623,22654.371568357637,8.6,12.3,2885.9027032449376,0.13730250808475972
107,F,France,2023,85.7,35440,22462.335411856075,25295.64923013511,34320.0,20659.927744495206,24095.78877037718,32830.0,19406.002267348522,23156.202493082455,8.3,12.6,2833.3138182790353,0.1261362082939762
114,F,Croatia,2020,80.7,11970,10925.141279009524,11858.371859820021,10810.0,8276.69637984219,9176.032699026926,10670.0,7674.575687380401,8601.915512639742,7.2,10.2,933.2305808104975,0.08542045882770538
115,F,Croatia,2021,79.7,13580,11192.78551459225,12229.19065382288,11280.0,8984.458566630548,9922.567066563635,10690.0,7258.773215538972,8211.758619692617,7.6,9.4,1036.40513923063,0.0925958187869721
116,F,Croatia,2022,80.8,14580,12024.23126567006,13161.140873867324,11770.0,9372.90130784346,10305.163865028198,10490.0,7410.46276456562,8263.370533756417,5.9,9.9,1136.9096081972639,0.09455154205518423
117,F,Croatia,2023,81.8,14980,13038.335060910451,14327.161578793313,12230.0,9864.414101871751,10765.75897088019,10510.0,7429.427184866331,8468.842532942086,5.5,7.2,1288.8265178828624,0.09884901038836053
118,F,Hungary,2015,79.0,11520,8008.654777653427,9034.200250514845,10170.0,6810.41230401621,7422.044751532416,10160.0,5649.733971014762,6403.494783799442,8.0,37.1,1025.5454728614177,0.12805464854384788
119,F,Hungary,2016,79.7,11850,8356.59695736388,9322.229516494452,10400.0,7201.57402866645,8075.420320873078,10570.0,6217.733987734282,7335.792299065849,6.6,31.8,965.6325591305722,0.11555332440433799
120,F,Hungary,2017,79.3,12380,8390.741416761846,9311.562999350075,10320.0,7568.925509491054,8434.383749542605,10630.0,6589.432890652985,7296.6111397453915,5.8,25.2,920.8215825882289,0.10974257659147268
121,F,Hungary,2018,79.6,13100,8618.042149072087,9810.876617059595,10570.0,7305.799915894061,8240.455634005899,10750.0,6663.837956530691,7305.235094325911,5.1,20.0,1192.834467987508,0.138411305880645
122,F,Hungary,2019,79.7,13780,9330.214320847948,10414.928185876819,11070.0,7630.452696364704,8645.051667295378,10040.0,6902.365379859659,7582.081539543964,4.5,20.5,1084.7138650288707,0.11625819383431803
123,F,Hungary,2020,78.8,13210,9721.947085824055,10807.701627843302,11520.0,8008.654777653427,9034.200250514845,10170.0,6810.41230401621,7422.044751532416,5.1,18.7,1085.7545420192473,0.11168077057346133
124,F,Hungary,2021,77.6,14230,9930.255017014475,10980.585921360973,11850.0,8356.59695736388,9322.229516494452,10400.0,7201.57402866645,8075.420320873078,5.5,18.1,1050.3309043464978,0.10577078861991594
125,F,Hungary,2022,79.3,14870,10125.4203501299,11236.337515222307,12380.0,8390.741416761846,9311.562999350075,10320.0,7568.925509491054,8434.383749542605,6.9,17.1,1110.9171650924072,0.10971565887416765
126,F,Hungary,2023,79.9,14770,10861.380942962176,12155.920220952512,13100.0,8618.042149072087,9810.876617059595,10570.0,7305.799915894061,8240.455634005899,5.0,17.6,1294.539277990336,0.11918735608193133
127,F,Ireland,2015,83.4,58040,18217.996524010254,20631.49422428776,42400.0,17196.230984515805,20459.718996370953,45600.0,15331.889861425649,17678.919069083284,18.3,18.5,2413.497700277505,0.13247876609794365
128,F,Ireland,2016,83.6,58050,18813.75706650888,21559.02634956898,42920.0,17428.042385979046,19962.255174014124,46650.0,16313.806437175155,18904.782727827467,17.1,15.7,2745.269283060101,0.1459181849406924
129,F,Ireland,2017,84.0,62970,19050.58400997077,21835.605730084368,42580.0,16934.396159293552,19954.51888640019,47670.0,18016.617621464622,21214.357798323435,15.9,14.3,2785.0217201135965,0.14619088415641016
130,F,Ireland,2018,84.1,66760,19832.47719047057,23125.792732386275,43300.0,17143.852536700135,20269.672315850145,44560.0,18583.36232262553,21526.19750179793,12.0,11.4,3293.3155419157047,0.1660566912689117
131,F,Ireland,2019,84.7,69040,20178.31817501623,23060.64382067065,47010.0,17010.077086987192,19750.99038293521,41890.0,17464.25320007014,20349.139631905087,12.8,12.0,2882.3256456544223,0.14284270971716423
132,F,Ireland,2020,84.3,73000,20470.084649192606,23262.51312715749,58040.0,18217.996524010254,20631.49422428776,42400.0,17196.230984515805,20459.718996370953,13.0,12.3,2792.428477964884,0.13641509186797746
133,F,Ireland,2021,84.2,83910,21042.25225404139,23642.42908209874,58050.0,18813.75706650888,21559.02634956898,42920.0,17428.042385979046,19962.255174014124,12.3,10.1,2600.1768280573524,0.12356932122406054
134,F,Ireland,2022,84.2,89250,21486.229701866236,23942.068035544875,62970.0,19050.58400997077,21835.605730084368,42580.0,16934.396159293552,19954.51888640019,10.1,10.8,2455.838333678639,0.11429824439907815
135,F,Ireland,2023,84.6,82780,22153.21969135831,25711.199527259814,66760.0,19832.47719047057,23125.792732386275,43300.0,17143.852536700135,20269.672315850145,10.1,10.9,3557.979835901504,0.16060779812017242
136,F,Italy,2015,84.9,27620,15911.509024665416,17826.05128434427,28780.0,15791.431920071256,17784.115369541032,30110.0,13726.929174274801,15720.62488535971,13.8,19.9,1914.542259678854,0.120324367519825
137,F,Italy,2016,85.6,28010,16961.13319026625,18799.486236798264,28880.0,16128.432341108659,18283.77255734443,30530.0,14003.7459326868,15954.31347642726,14.3,15.9,1838.3530465320146,0.10838621605701551
138,F,Italy,2017,85.2,28510,17149.355709278974,19187.7528544892,27900.0,15976.50497823717,18162.14712420329,30790.0,14586.680409626782,16599.67408962349,13.2,11.3,2038.3971452102269,0.11886144178042296
