STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MD,Moldova,2024,,423848,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2003,,128248,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2004,,128727,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2005,,127300.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2006,,125024.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2007,,123278.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2008,,121789.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2009,,121106.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2010,,120969.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2011,,119197,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2012,,117610,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2013,,116573,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2014,,115545,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2015,,115004,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2016,,114108,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2017,,113302,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2018,,112430,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2019,,111753,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2020,,111475,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2021,,111167,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2022,,110803,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2023,,110230,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,ME,Montenegro,2024,,113596,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2003,,424940,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2004,,414924,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2005,,406015.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2006,,396351.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2007,,386248.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2008,,377487.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2009,,370215.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2010,,363457.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2011,,358971,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2012,,353725,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2013,,351154,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2014,,348416,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2015,,347644,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2016,,344909,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2017,,343319,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2018,,341983,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2019,,339955,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2020,,336630,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2021,,333373,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2022,,312876,,b,break in time series,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2023,,307992,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MK,North Macedonia,2024,,304032,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2003,,74379,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2004,,72879,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2005,,71064.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2006,,69283.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2007,,67305.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2008,,65550.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2009,,64275.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2010,,63274.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2011,,62249,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2012,,61658,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2013,,61517,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2014,,62167,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2015,,63245,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2016,,64109,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2017,,65013,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2018,,65815,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2019,,66697,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2020,,68030,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2021,,67945,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2022,,67850,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2023,,68982,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,MT,Malta,2024,,69482,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2003,,3010088,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2004,,3015704,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2005,,3008574.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2006,,2984584.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2007,,2958615.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2008,,2935724.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2009,,2923058.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2010,,2912911.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2011,,2907075,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2012,,2896659,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2013,,2877922,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2014,,2850074,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2015,,2827066,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2016,,2799772,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2017,,2781768,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2018,,2762624,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2019,,2739819,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2020,,2726099,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2021,,2711731,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2022,,2712461,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2023,,2727377,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NL,Netherlands,2024,,2714040,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2003,,910328,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2004,,910536,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2005,,909318.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2006,,906811.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2007,,905931.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2008,,907377.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2009,,912216.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2010,,917725.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2011,,921709,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2012,,923575,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2013,,927384,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2014,,930845,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2015,,932393,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2016,,933955,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2017,,937710,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2018,,938934,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2019,,934958,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2020,,930127,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2021,,921591,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2022,,915987,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2023,,916067,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,NO,Norway,2024,,911142,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2003,,6804264,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2004,,6580171,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2005,,6377237.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2006,,6189175.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2007,,6022360.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2008,,5900878.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2009,,5829440.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2010,,5819140.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2011,,5804565,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2012,,5763034,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2013,,5742871,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2014,,5718725,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2015,,5714790,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2016,,5708855,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2017,,5732323,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2018,,5786789,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2019,,5833791,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2020,,5862071,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2021,,5758829,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2022,,5736358,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2023,,5668339,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PL,Poland,2024,,5537990,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2003,,1682761,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2004,,1680841,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2005,,1675752.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2006,,1668980.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2007,,1656988.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2008,,1643835.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2009,,1630985.0,,,,,
dataflow,ESTAT:DEMO_PJANBROAD(1.0),Population on 1 January by broad age group and sex,A,Annual,NR,Number,Y_LT15,Less than 15 years,T,Total,PT,Portugal,2010,,1617993.0,,,,,
